排名,代號,名稱,成交,漲跌價,漲跌幅,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,ROA(%),ROA增減,ROE(%),ROE增減,EPS(元),EPS增減(元),財報評分
69,6271,同欣電,82,-1.2,-1.4%,2014,83.4,5.15,24.9,0.48,15.1,-4.6,29.8,-1.39,18.1,-1.85,11,-3.22,15.5,-1.74,9.27,-0.45,70
93,9941,裕融,78,-0.5,-0.6%,2014,156,10.3,61.3,23.1,15.1,11,39.2,4.09,10.5,0.06,2.13,-0.16,18.1,-1.27,5.9,0.22,45
39,6286,立錡,178,1.5,+0.8%,2014,119,11.2,43.8,6.02,15,9.12,36.7,-1.79,12.5,-0.22,16.3,0.54,21.6,0.67,10.09,0.84,66
890,2856,元富證,10.1,-0.05,-0.5%,2014,53.3,16.5,47.4,19.3,15,78.1,89,2.12,28.1,9.73,1.91,0.73,7.2,2.96,0.97,0.41,52
8,3691,碩禾,545,11,+2.1%,2014,96.8,99.5,20.3,85.2,14.9,141,21,-1.62,15.3,2.75,20.6,5.96,35.1,16.4,24.54,12.3,60
203,2458,義隆,42.1,0.35,+0.8%,2014,76.9,-1.39,35.2,-1.41,14.9,-3.6,45.8,-0.01,18.2,-0.57,14.2,-2.02,18.3,-2.37,3.61,-0.19,64
271,6269,台郡,115.5,-3,-2.5%,2014,131,-3.92,28.9,-10.4,14.9,-22.9,22.1,-1.59,11.4,-2.8,7.57,-4.29,17.4,-9.18,6.71,-2.93,52
83,5356,協益,57.8,0,0%,2014,96,13.2,13.4,33.9,14.8,88.2,14,2.17,15.4,6.15,21.1,8.22,29.7,10.7,11.45,5.37,60
324,3022,威強電,52.1,-0.3,-0.6%,2014,63.7,30.3,20.2,29.1,14.8,32.1,31.8,-0.29,23.2,0.42,9.12,0.84,20.8,3.88,4.51,0.89,62
1049,2498,宏達電,78.7,-4.9,-5.9%,2014,1879,-7.62,408,-3.59,14.8,-212,21.7,0.91,0.79,1.44,0.88,1.58,1.88,3.55,1.8,3.4,43
55,8406,F-金可,425,0,0%,2014,57.8,18.5,34.7,16.2,14.5,1.88,60.1,-1.19,25,-4.09,11.1,-4.05,16.7,-3.59,15.64,-0.03,66
741,3266,昇陽,16.05,-0.45,-2.7%,2014,51.7,-21.8,22.7,-4.65,14.2,-17.9,43.9,7.88,27.7,1.47,15,-16.4,24.6,-30.5,4.02,-2.03,64
103,2548,華固,66.3,-0.6,-0.9%,2014,64.4,-37.3,23.8,-39.1,14.1,-54.1,36.9,-1.09,22.3,-8.15,4.28,-6.3,10.8,-13.5,5.08,-6,51
101,2331,精英,31.9,0.5,+1.6%,2014,559,-11.9,55.7,-1.6,13.9,-61.7,9.97,1.04,2.33,-3.2,3.87,-6.05,7.53,-11,2.09,-1.35,40
631,1104,環泥,28.2,-0.2,-0.7%,2014,58.2,10.3,5.44,17.9,13.9,25.1,9.35,0.6,23.8,2.58,7.46,0.81,9.13,1.11,2.26,0.42,49
864,2820,華票,11.8,0.05,+0.4%,2014,28.2,5.59,21.1,-2.28,13.9,-1.11,74.8,-6.03,49.1,-3.33,0.77,0.03,6.53,-0.15,1.03,-0.01,57
282,6285,啟碁,86.2,1.8,+2.1%,2014,403,10,54.2,4.42,13.8,-9.35,13.4,-0.72,3.41,-0.73,5.97,-1.08,12.6,-2.52,4.28,-0.56,45
1022,1409,新纖,10.35,0,0%,2014,439,5.1,67.6,49.6,13.7,18.5,15.4,4.58,3.93,-0.11,1.36,-0.09,5.02,-0.25,0.81,0.16,40
308,2360,致茂,60.6,-2.9,-4.6%,2014,103,1.34,40.5,7.87,13.2,9.26,39.2,2.37,12.6,0.96,9.33,-0.47,14.3,0.1,3.51,0.3,53
622,2538,基泰,18.6,-0.2,-1.1%,2014,23.1,-11.7,15.6,42.6,13,45.2,67.7,25.8,56.4,22.1,8.56,1.33,19.4,5.27,3.18,0.96,66
110,5903,全家,235,2,+0.9%,2014,561,4.3,200,5.35,12.9,18.2,35.6,0.35,2.42,0.27,6.22,0.26,28.5,3.55,5.8,0.89,55
846,6120,達運,16,-0.1,-0.6%,2014,438,159,17,467,12.9,-250,3.89,2.11,2.94,8.08,4.78,9.96,10.1,18.3,2.41,4.3,40
233,3010,華立,51.8,-0.2,-0.4%,2014,399,16,35.7,15.1,12.7,9.85,8.96,-0.07,3.42,-0.18,5.52,-0.21,13.5,-0.04,5.5,0.49,34
527,1503,士電,38.45,0,0%,2014,198,0.82,40.3,13.4,12.7,8.11,20.4,2.26,6.73,0.49,3.95,0.1,6.29,0.27,2.43,0.18,40
138,3030,德律,71.6,0,0%,2014,58.7,43.7,26.9,30.9,12.6,56.3,45.8,-4.5,21.5,1.73,19.4,6.76,23,7.64,5.34,1.93,80
921,2905,三商,18.45,-0.3,-1.6%,2014,1768,4.32,46.8,-49.8,12.6,37.1,2.65,-2.85,1.49,0.4,0.34,0.07,10.2,2.79,1.96,0.53,38
114,2439,美律,64.8,1.2,+1.9%,2014,123,9.4,29.7,19.6,12.4,20.7,24.1,2.06,10.4,1.22,13.2,0.84,22.3,1.4,6.72,0.86,62
961,2023,燁輝,8.73,-0.05,-0.6%,2014,606,10.4,44.4,20.4,12.4,60.5,7.32,0.61,1.55,0.89,1.37,0.82,3.25,2.01,0.74,0.27,38
96,4966,F-譜瑞,367,0,0%,2014,62.3,47.8,25.7,40.3,12.3,80.5,41.3,-2.22,19.7,3.57,21.3,6.07,26,7.39,16.48,7.23,80
844,5512,力麒,11.7,-0.05,-0.4%,2014,63.1,140,19.2,68.5,12.3,72.4,30.4,-12.9,19.8,-6.43,4.22,1.8,8.87,3.6,1.63,0.66,43
504,3264,欣銓,25.75,-0.45,-1.7%,2014,58.3,16.7,18.3,25.9,12.1,43.3,31.4,2.3,20.7,3.85,9.04,2.17,13.6,3.47,2.65,0.78,68
1131,2603,長榮,14.8,-0.35,-2.3%,2014,1443,3.64,73.4,1789,11.8,-179,5.09,4.81,1.42,2.89,1.13,2.37,3.29,6.63,0.34,0.77,43
25,8454,富邦媒,263,-5.5,-2%,2014,239,12.3,33,16.8,11.7,108,13.8,0.54,4.74,2.31,14.3,5.01,26.4,2.55,9.11,4.72,62
706,1210,大成,21.4,-0.1,-0.5%,2014,917,1.4,80,4.48,11.6,-35.3,8.72,0.26,1.09,-1.4,2.5,-3.65,5.16,-7.48,1.7,-1.72,38
160,3376,新日興,97.9,2.4,+2.5%,2014,79.1,1.78,21.5,7.73,11.4,29.9,27.2,1.5,14.3,3.16,8.2,1.86,10.9,1.95,6.36,1.36,62
410,2536,宏普,24.25,-0.1,-0.4%,2014,45,12.3,17.6,4.12,11.4,28.8,39.1,-3.08,25.3,3.24,5.12,1.3,11.4,1.98,3.46,0.69,55
525,2103,台橡,29.8,0.3,+1%,2014,319,-7.42,39.6,-7.12,11.4,-23.7,12.4,0.04,3.9,-1.08,3.74,-1.24,6.97,-2.65,1.38,-0.52,43
36,2597,潤弘,56.5,-2,-3.4%,2014,142,-2,18.6,5.05,11.3,1.46,13.1,0.88,9.28,1.39,10.3,0.64,25.1,-1.07,8.38,0.12,47
353,6412,群電,41.45,-0.35,-0.8%,2014,270,7.81,38.9,2.95,11.3,40.6,14.4,-0.68,4.16,0.96,6.4,1.3,17.8,2.73,3.16,0.74,36
488,5483,中美晶,35.35,-0.35,-1%,2014,278,25.2,35,43.4,11.3,282,12.6,1.59,4.67,3.14,3.23,2.35,6.16,4.43,2.06,1.49,40
1020,1337,F-再生,19.55,-0.15,-0.8%,2014,53.8,-25.1,18.6,-22.6,11.3,-12,34.6,1.1,21.1,3.13,9.4,-1.8,12,-3.56,4.54,-1.9,72
12,2707,晶華,260,-7,-2.6%,2014,63.3,10.4,23.9,7.17,11.2,-0.92,37.7,-1.14,18,-1.58,15.8,-1.4,31.9,-2.24,9.6,-1.06,72
302,3006,晶豪科,38.6,-0.95,-2.4%,2014,97.9,44,21.3,50.9,11.2,67.7,21.7,1,11.6,1.67,12.3,2.94,18.4,6.06,4.34,1.72,55
254,2539,櫻花建,36.5,-0.1,-0.3%,2014,37.1,18.8,14.6,17.9,11.1,11.7,39.3,-0.3,29.8,-1.9,17.4,1.12,31.9,-1.76,4.64,-0.63,66
517,6282,康舒,23.45,0.25,+1.1%,2014,241,-2.07,36,-5.12,11,-11.8,14.9,-0.48,4.58,-0.48,6.31,-0.95,12,-2.17,2.11,-0.31,47
770,5531,鄉林,14.5,-0.25,-1.7%,2014,50.5,-35.2,23.8,-38.3,11,-55.9,47.1,-2.32,18.3,-12.8,2.54,-6.78,7.54,-16.8,1.37,-2.66,47
749,3532,台勝科,40,-0.1,-0.2%,2014,111,13,15.5,81.6,10.9,246,13.9,5.25,9.75,6.57,4.95,3.52,5.66,3.99,1.4,1,62
80,3533,嘉澤,95.7,-5.8,-5.7%,2014,83,3,28.3,13.8,10.8,48.6,34.1,3.24,12.9,4.06,10.5,3.05,14.7,3.66,11.53,3.77,60
251,2373,震旦行,53.8,-0.2,-0.4%,2014,111,3.11,48.7,0.71,10.8,-9.6,44,-1.05,10.5,-1.35,8.37,-2.02,14.8,-2.82,3.46,-0.44,55
429,4532,瑞智,29,-0.2,-0.7%,2014,181,10,31.5,16.1,10.8,17.8,17.4,0.92,6.69,0.27,5.89,0.12,12.6,0.03,2.3,0.28,47
240,6188,廣明,27.65,-0.15,-0.5%,2014,158,2.63,20,39.6,10.7,10.9,12.7,3.35,6.8,0.51,4.33,0.19,12,0.32,3.85,0.38,45
267,5907,F-大洋,51.2,-0.2,-0.4%,2014,76,5.88,64.2,5.49,10.7,8.76,84.4,-0.32,14.1,0.35,4.15,-0.08,10,0.62,5.38,0.44,57
405,2402,毅嘉,23.8,0,0%,2014,112,17.1,19,47.6,10.7,191,17,3.51,9.53,5.7,8.83,5.26,14.7,8.94,3.22,2.11,51
618,9940,信義,30.65,-0.35,-1.1%,2014,89,-26.4,24.5,-39.3,10.7,-56.7,27.6,-5.83,12.5,-8.34,6.45,-11.3,11.6,-17.7,1.75,-3.17,51
447,6278,台表科,35.55,-0.45,-1.2%,2014,340,-17.7,32.6,-9.24,10.6,-12,9.61,0.89,3.6,-0.37,4.09,-1.22,9.77,-2.79,3.78,-0.69,40
600,2006,東鋼,22.9,-0.1,-0.4%,2014,359,2.2,28.9,-22,10.6,-49.9,8.05,-2.5,2.94,-3.04,2.69,-2.51,4.55,-4.59,1.06,-1.06,34
615,8215,明基材,22.3,-0.55,-2.4%,2014,165,-8.57,22.4,-2.08,10.6,-25.2,13.6,0.9,6.42,-1.43,9.01,-3.02,26.2,-25.8,3.31,-1.11,38
393,6257,矽格,26.55,-0.05,-0.2%,2014,52.3,-0.21,17.1,15.8,10.5,20.1,32.6,4.52,19.5,3.54,8.87,1.16,13,2,2.9,0.46,66
192,1726,永記,82.2,-0.7,-0.8%,2014,83,1.91,23.5,7.08,10.4,0.97,28.2,1.36,12.5,0,11.4,-0.5,13.8,-0.6,6.39,0.06,62
214,5007,三星,69,0.1,+0.1%,2014,71,10.1,16.8,18,10.4,13.4,23.7,1.59,14.8,0.25,14.8,-0.02,21.3,-1.11,3.88,-0.07,62
696,2850,新產,22.65,-0.25,-1.1%,2014,110,9.46,36.5,8.35,10.4,6.58,33.2,-0.34,9.41,-0.25,3.9,0.04,14.2,0.14,3.28,0.2,52
32,8422,可寧衛,181,-2.5,-1.4%,2014,21.3,-9.16,14.7,-11.6,10.3,-17.8,68.9,-1.93,48.2,-5.07,20,-5.12,22.7,-5.17,9.43,-2.03,89
146,9930,中聯資,76.8,-0.1,-0.1%,2014,70.3,12.5,16.1,16.9,10.3,16.7,23,0.86,15.1,0.65,17,1.28,23.5,2.12,4.57,0.65,62
470,9925,新保,39.95,-0.25,-0.6%,2014,68.7,-8.59,26.1,0.8,10.3,1.04,38,3.54,15.8,1.41,7.1,-0.9,11.6,-1.83,2.71,0,64
595,8429,F-金麗,60.3,0.1,+0.2%,2014,57.2,10.7,20.2,10.7,10.1,6.02,35.4,0,17.7,-0.77,16.9,-4.26,21.9,-2.57,8.36,0.47,75
73,1589,F-永冠,226,-1.5,-0.7%,2014,72.1,22.2,22.6,33.8,10,85.2,31.3,2.73,13.9,4.73,9.46,3.4,14,4.94,9.78,4.42,60
9,6409,旭隼,360,-22.5,-5.9%,2014,67.2,22.4,17.6,33.1,9.95,63,26.2,2.1,14.8,3.69,22,2.96,37,1.13,14.33,4.13,66
325,3042,晶技,40.3,0.05,+0.1%,2014,95.3,0.24,23.3,6.25,9.95,6.42,24.5,1.38,10.4,0.61,7.48,0.28,11.6,0.02,3.21,0.19,55
542,2608,大榮,35.65,-1.15,-3.1%,2014,82.1,8.73,16.5,6.86,9.9,12.1,20.1,-0.35,12.2,0.25,8.46,0.57,13,0.81,2.05,0.22,57
97,1232,大統益,74.4,-1.2,-1.6%,2014,218,8.99,16.7,31.1,9.87,39.7,7.65,1.29,4.55,0.99,21.8,5.29,29.4,6.36,6.17,1.75,53
401,2034,允強,23.1,-0.2,-0.9%,2014,254,6.62,21.8,32.8,9.83,50.5,8.58,1.69,3.87,1.13,8.51,2.72,13.9,4.13,2.66,0.9,40
464,9938,百和,89.2,-0.9,-1%,2014,91.2,12.4,30.5,22.4,9.8,38.9,33.5,2.72,12.6,2.86,8.59,1.84,14.4,2.89,3.29,0.92,60
663,5533,皇鼎,19.8,0,0%,2014,36.4,13,13.9,25,9.78,30,38.2,3.67,26.9,3.53,8.26,0.42,15.6,1.98,3.83,0.74,53
730,2524,京城,25,-0.05,-0.2%,2014,32.5,-32.1,15.7,-31.1,9.76,-37.6,48.2,0.73,30,-2.65,3.63,-2.6,9.53,-6.51,2.6,-1.56,55
467,1307,三芳,41.5,-0.5,-1.2%,2014,112,6.7,27.5,9.3,9.7,21.4,24.6,0.58,8.67,1.05,7.46,0.82,13.1,1.38,2.59,0.4,55
247,1527,鑽全,44.8,0,0%,2014,31.4,16.2,8.93,28.5,9.68,84.3,28.4,2.71,30.8,11.4,7.58,3.09,32.9,12.1,6.31,2.88,64
383,9939,宏全,58.9,0.2,+0.3%,2014,172,3.74,28,-3.31,9.66,-13,16.3,-1.19,5.43,-1.38,3.43,-1.42,8.27,-2.18,3.72,-0.55,40
61,6206,飛捷,125.5,-2.5,-2%,2014,47.5,16.8,15.2,14.6,9.59,11.6,32.1,-0.63,20.3,-1.04,18.8,0.17,24.3,-1.86,7.25,-0.13,77
279,5388,中磊,66.8,1.1,+1.7%,2014,232,21.6,36.5,19.1,9.49,12.4,15.8,-0.33,4.09,-0.34,6.05,-0.38,17.6,-2.1,4.21,0.02,45
388,1702,南僑,64.6,0.3,+0.5%,2014,148,10.5,49.2,13.7,9.49,11,33.2,0.94,6.8,0.1,6.69,-0.58,20.4,-0.21,3.82,0.38,57
89,1707,葡萄王,184.5,-3.5,-1.9%,2014,62.8,11.2,55.6,11.3,9.42,12.8,88.5,0.14,22.1,1.17,27.7,-0.07,40,0.34,7.24,0.82,79
98,1340,F-勝悅,85,-1.8,-2.1%,2014,30.9,15.7,11.6,19.2,9.34,33.2,37.5,1.08,30.2,3.96,19.6,-3.96,22.6,-5.38,10.6,0.52,84
104,3211,順達,62.4,-0.9,-1.4%,2014,258,-0.65,16.1,6.95,9.26,10.8,6.24,0.44,3.59,0.37,5.16,0.09,12.3,0.69,6.09,0.59,43
40,6451,F-訊芯,158,-0.5,-0.3%,2014,53.8,44.7,13.9,-17.9,9.24,8.75,25.9,-19.7,17.2,-5.68,16,0.25,24.5,3.6,10.23,-2.28,66
861,1319,東陽,29.1,-0.2,-0.7%,2014,211,7.78,47.3,4.58,9.1,-32.4,22.4,-0.68,4.51,-2.62,2.89,-1.8,5.32,-2.77,1.54,-0.74,40
234,3026,禾伸堂,41.1,-0.5,-1.2%,2014,160,0.79,20.4,3.56,9.04,30,12.8,0.34,4.96,1.01,5.77,1.31,8.55,1.9,4.05,1.61,51
526,1464,得力,30.4,1.55,+5.4%,2014,56.8,23.9,8.06,49.4,8.95,-2419,14.2,2.43,15.7,16.5,13.2,13.9,28.2,29.7,4.14,4.32,47
538,2527,宏璟,18.9,-0.8,-4.1%,2014,49.8,108,10.9,76.3,8.85,168,22,-3.97,17.5,4.02,5.51,3.29,12.4,7.15,3.38,2.12,43
273,8039,台虹,42.65,-0.15,-0.4%,2014,101,-0.1,22.6,4.01,8.82,-12.2,22.3,0.88,8.74,-1.38,7.44,-2.34,13.4,-3.69,4.32,-0.64,51
604,3005,神基,22.35,0.8,+3.7%,2014,163,7.06,35.8,21.7,8.79,119,22,2.65,5.23,1.95,3.67,1.38,6.15,2.31,1.51,0.82,47
1060,8110,華東,8.07,-0.08,-1%,2014,100,12.9,13.7,106,8.76,172,13.6,6.16,8.75,5.11,5.27,3.28,12,7.13,1.76,1.11,51
798,1909,榮成,12.25,-0.05,-0.4%,2014,275,13.1,52.9,25.5,8.74,3.04,19.2,1.9,3.19,-0.64,1.93,-0.29,5.72,-0.95,1.09,-0.11,38
50,6023,元大期,38.3,-1.6,-4%,2014,22.7,-5.12,11.6,-6.54,8.71,33.1,51,-0.78,38.3,11,2.32,0.6,12,2.08,3.75,0.93,55
647,2851,中再保,17.3,-0.05,-0.3%,2014,163,5.84,13.8,4.08,8.71,19,8.45,-0.14,5.35,0.59,2.6,0.38,9.42,1.32,1.55,0.25,41
173,5434,崇越,56,-1.1,-1.9%,2014,181,16.3,21.7,10.4,8.6,7.79,12,-0.64,4.76,-0.37,8.83,-0.16,15.8,0.06,5.44,0.22,45
732,2605,新興,25,-0.2,-0.8%,2014,44.7,-6.2,16.4,-8.49,8.58,-21.9,36.6,-0.92,28.9,-6.84,4.54,-1.46,7.33,-3.02,1.51,-0.42,66
122,1582,信錦,57.4,0.1,+0.2%,2014,101,10.9,23,14.9,8.56,30.7,22.8,0.8,8.51,1.29,9.46,1,16.3,2.11,5.71,1.28,53
170,4930,燦星網,24.6,0.05,+0.2%,2014,137,-1.92,18.7,9.34,8.55,-1170,13.6,1.41,7.51,7.06,7.84,7.35,14,13.1,3.68,3.98,51
588,8131,福懋科,22.1,-0.1,-0.5%,2014,92,2.72,11.8,980,8.43,621,12.8,11.6,9.16,7.86,8.48,7.23,9.4,8.05,1.91,1.65,60
508,2489,瑞軒,16.8,-0.05,-0.3%,2014,178,-39.6,21.1,-20.6,8.35,-26.1,11.8,2.82,4.81,0.93,3.74,0.09,5.77,-0.93,1.01,-0.39,49
891,2913,農林,15.95,-0.25,-1.5%,2014,18.8,6.05,6.24,5.03,8.33,-18.5,33.2,-0.32,46.5,-11.7,4,-0.63,5.88,-1.62,1.16,-0.36,55
19,1558,伸興,161,-1.5,-0.9%,2014,62.5,12.4,15.1,9.1,8.29,17.1,24.2,-0.74,13.4,0.46,15.4,-0.35,21.4,-1.25,13.7,0.65,68
120,4113,聯上,20.75,-0.2,-1%,2014,25.5,30.7,10.9,51,8.21,44.3,42.8,5.77,32.2,3.05,13.7,2.11,28.9,5.61,6.41,1.28,68
327,3260,威剛,42.4,-0.1,-0.2%,2014,291,-13.2,17.3,-58.5,8.08,-59.3,5.95,-6.5,2.78,-3.15,4.01,-7.27,9.03,-15.3,3.52,-5.56,34
1030,2504,國產,9.89,-0.01,-0.1%,2014,351,10.9,33.8,40.1,8.08,-13.2,9.65,2.01,3.05,-0.48,1.74,-0.32,3.65,-0.35,0.53,-0.09,38
179,6415,F-矽力,312,-11.5,-3.6%,2014,32.7,56.8,14.9,47.8,8.01,51,45.5,-2.78,24.5,-0.94,23.4,-2.2,25.8,-2.64,10.55,0.96,83
243,5349,先豐,39.1,-0.35,-0.9%,2014,81.8,5.66,15.7,14.8,7.96,17,19.2,1.53,10.1,0.96,12.7,1.33,22.6,2,3.72,0.54,47
256,3023,信邦,60,-1.1,-1.8%,2014,116,10.3,25.3,11.6,7.94,19.7,21.7,0.25,6.66,0.89,7.8,1.14,15.9,2.05,3.82,0.62,47
220,6202,盛群,49.4,-0.7,-1.4%,2014,39.3,0.93,18.8,4.48,7.92,6.26,47.9,1.63,20.3,1.12,16,0.24,19.9,0.31,3.5,0.18,79
638,2109,華豐,14.7,0.15,+1%,2014,68.6,-8.21,15.4,-2.49,7.91,143,22.5,1.32,13.4,6.95,10.2,4.45,18.6,6.69,2.36,1.26,57
397,1215,卜蜂,24.25,-0.35,-1.4%,2014,175,-3.28,20.9,23.9,7.83,72.8,11.9,2.61,4.61,2.12,8.73,3.99,15.8,6.49,3.21,1.26,43
462,9905,大華,30.2,0,0%,2014,80.4,-3.37,14.4,-6.82,7.81,-11.1,17.9,-0.66,9.71,-0.78,7.8,-1.5,11.2,-1.89,2.56,-0.32,51
332,4105,東洋,73.7,3.2,+4.5%,2014,29.8,-4.19,19,-7.33,7.8,32.7,63.7,-2.16,27.2,6.52,11.4,2.09,18.1,3.41,3.14,0.62,66
78,6279,胡連,142,-3,-2.1%,2014,32.3,16,13.6,25,7.77,26.8,42.2,3.02,24,2.06,15.4,0.39,21.3,0.75,8,1.09,74
1018,9907,統一實,18.6,-0.4,-2.1%,2014,364,9.78,37.5,-2.15,7.76,-38.2,10.3,-1.25,2.09,-1.86,1.58,-1.49,3.7,-2.88,0.49,-0.31,38
38,5904,寶雅,368.5,-6,-1.6%,2014,91.7,26.5,37.1,29.1,7.72,38.2,40.5,0.82,8.43,0.72,17.4,3.4,34.9,7.28,8.22,2.19,55
31,6452,F-康友,172,0,0%,2014,39.4,,16.1,,7.66,,40.8,,19.4,,20.5,,24.4,,13.92,,77
880,3706,神達,30,-0.1,-0.3%,2014,421,254,57,225,7.61,33.2,13.6,-1.21,1.81,-2.99,1.65,0.35,2.43,0.56,1.03,0.25,40
76,6277,宏正,88,-0.2,-0.2%,2014,49,7.15,28.8,8.52,7.6,2.59,58.8,0.74,15.9,-0.69,14,-0.83,22.4,-1.18,6.37,0.17,70
46,4137,F-麗豐,206.5,0.5,+0.2%,2014,30.7,13.7,24.8,17.1,7.56,9.03,80.7,2.33,24.6,-1.05,17.3,1.32,24,0.64,9.51,-0.74,81
59,2929,F-淘帝,130.5,1,+0.8%,2014,46.6,22.7,18.8,21.5,7.54,31.4,40.3,-0.39,16.2,1.07,17.9,-2.83,26.7,-6.14,12.98,0.26,66
1054,1904,正隆,12.3,-0.05,-0.4%,2014,449,2.53,71.8,7.71,7.52,-37.4,16,0.77,0.55,-2,0.43,-1.52,1.08,-3.8,0.7,-0.42,38
60,3450,聯鈞,164,5.5,+3.5%,2014,68.1,22.4,15.8,47.8,7.49,59.9,23.2,3.99,14.2,4.17,19,7.11,33.7,8.85,9.77,3.66,68
516,6274,台燿,22.3,-0.3,-1.3%,2014,134,12.3,24.2,24.1,7.49,22.1,18,1.71,5.58,0.45,6.9,0.91,13.2,1.09,3.11,0.55,47
187,8942,森鉅,97.5,4,+4.3%,2014,36.7,11.2,11.8,7.65,7.47,12.7,32.1,-1.05,19.2,0.4,8.43,-0.09,11.3,-1.97,4.52,0.16,68
35,2231,為升,397.5,4,+1%,2014,21.6,43.8,10.9,68,7.45,105,50.4,7.28,34.6,10.2,33.5,12.7,43.7,16.1,10.43,4.43,89
112,6214,精誠,79,0.4,+0.5%,2014,158,0.97,42.2,-1.29,7.45,-10.3,26.7,-0.61,4.73,-0.54,4.05,-0.57,5.61,-0.75,3.07,-0.44,51
322,2404,漢唐,33.8,0.25,+0.7%,2014,69.5,-39.3,12.5,-27.5,7.45,-33.7,18,2.93,11.1,1.19,6.16,-4.01,14.2,-8.55,3.14,-1.59,49
348,9927,泰銘,35.95,-0.6,-1.6%,2014,104,17.3,10.6,-1.38,7.44,4.7,10.1,-1.92,7.16,-0.86,11.2,0.12,16.8,-0.46,3.56,0.16,51
218,6105,瑞傳,50.3,-1.2,-2.3%,2014,59.9,17.3,19.3,19.1,7.42,239,32.2,0.48,15,8.3,16.9,9.35,25.8,15.4,7.42,5.23,66
47,4733,上緯,275,-1,-0.4%,2014,59.8,69.4,12.2,67.5,7.41,225,20.4,-0.22,12.3,5.97,14.3,7.99,31.7,19,8.93,5.75,51
95,6261,久元,57.3,-0.2,-0.3%,2014,40.9,12,12.5,24.1,7.31,47.2,30.5,2.97,17.7,5.36,8.9,2.64,12.4,3.96,6.04,1.79,62
736,3017,奇鋐,25,-0.8,-3.1%,2014,240,20.3,29.3,23.3,7.29,196,12.2,0.3,3.09,1.9,3.27,2.04,9.35,6.04,2.06,1.36,43
298,3060,銘異,91.2,-2.7,-2.9%,2014,71.9,9.37,14.5,23.9,7.25,40.5,20.2,2.37,10.8,2.77,10.6,3.14,15.4,4.49,4.16,1.16,57
330,3705,永信,51.8,0,0%,2014,58.3,15.1,26.7,15.8,7.2,16.3,45.8,0.27,12.5,0.27,8.61,0.69,12.6,1.62,2.84,0.4,62
144,3607,谷崧,68.4,-1.1,-1.6%,2014,95.4,18.5,17.7,45.1,7.19,72.3,18.6,3.41,7.74,2.08,6.21,2.12,10.4,3.35,6.05,2.48,51
133,8016,矽創,100.5,2.5,+2.6%,2014,76,19.8,20.7,36.1,7.12,66,27.2,3.25,9.46,3.25,12.8,4.63,18.5,7.68,6.02,2.39,55
367,2351,順德,32,-0.95,-2.9%,2014,98,8.16,17.5,27.6,7.12,47,17.8,2.71,7.97,1.89,7.79,1.92,16.7,3.69,3.95,1.26,40
387,1536,和大,101,2.7,+2.7%,2014,42.4,13.8,12.9,34.7,7.12,65.3,30.5,4.74,16.8,5.11,10.2,3.4,23.1,6.07,3.06,0.76,57
438,5514,三豐,16.25,-0.6,-3.6%,2014,15.8,73.7,8.62,67.7,7.12,61.6,54.5,-1.94,45,-3.36,29.5,13.2,38.4,12.7,4.83,1.84,91
48,5203,訊連,79.9,-1,-1.2%,2014,22.2,-13.9,19.1,-11.8,7.07,-0.14,86,2.05,31.8,4.37,11.1,-0.13,14.6,-0.09,7.06,-0.01,81
676,2908,特力,20.95,-0.25,-1.2%,2014,359,2.11,108,2.09,7.06,11.1,30.1,-0.01,1.99,0.17,2.96,0.18,10.1,0.66,1.42,0.12,40
928,5469,瀚宇博,10.1,0,0%,2014,487,-4.6,46.3,23.8,7.06,-381,9.51,2.18,1.64,2.6,1.37,2.26,4.33,7.21,1.57,2.13,40
28,2727,王品,274,-3,-1.1%,2014,169,13.7,86.4,10.6,7.03,-31,51.1,-1.42,5.25,-2.24,9.54,-3.63,18,-4.82,9.14,-4.5,55
474,1451,年興,26.3,-0.2,-0.8%,2014,132,-4.79,10.6,-31.8,7,-12.2,8.03,-3.18,5.24,-0.44,4.89,-0.83,6.7,-0.93,1.75,-0.14,43
523,1715,萬洲,16.95,-0.2,-1.2%,2014,110,3.77,13.6,-6.88,6.96,56.9,12.4,-1.42,6.69,2.12,5.89,1.93,10.4,2.48,1.77,0.39,51
373,3596,智易,29.1,-0.1,-0.3%,2014,174,2.43,27.4,13,6.92,17.1,15.7,1.47,4.5,0.66,6.77,0.55,11.6,0.56,4.29,0.14,45
1151,2387,精元,14.7,-0.2,-1.3%,2014,163,27.4,21.7,53.4,6.92,560,13.3,2.26,4.44,3.67,4.86,4.14,8.61,7.31,1.95,1.65,40
205,1583,程泰,61.6,-1.5,-2.4%,2014,78.2,32.9,20.8,36.9,6.86,75.8,26.6,0.78,10.9,1.81,7.89,2.09,18.5,5.61,6.88,2.83,49
688,5213,亞昕,17.15,0,0%,2014,22.2,-63.7,8.14,-62.2,6.86,-55,36.7,1.43,31.8,6.76,3.08,-4.77,10.2,-13.6,1.83,-2.4,53
121,1535,中宇,72,-0.4,-0.6%,2014,104,0.89,10.3,5.07,6.81,10.7,9.94,0.4,6.58,0.58,8.98,0.07,19.7,-0.65,5.5,0.44,43
